province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14,numtotal_last7,numdeaths_last7,avgtotal_last7,avgdeaths_last7
New Brunswick,Zone 3 (Fredericton area),2022-03-13,0.0,7300.0,0.0,52.0,1108.0,5.0,530.0,3.0,75.71428571428571,0.42857142857142855
New Brunswick,Zone 4 (Edmundston area),2022-03-07,68.0,3879.0,0.0,59.0,307.0,2.0,138.0,0.0,19.714285714285715,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-08,10.0,3889.0,0.0,59.0,250.0,2.0,140.0,0.0,20.0,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-09,23.0,3912.0,0.0,59.0,261.0,2.0,139.0,0.0,19.857142857142858,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-10,21.0,3933.0,0.0,59.0,265.0,2.0,144.0,0.0,20.571428571428573,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-11,23.0,3956.0,0.0,59.0,253.0,1.0,145.0,0.0,20.714285714285715,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-12,0.0,3956.0,0.0,59.0,253.0,1.0,145.0,0.0,20.714285714285715,0.0
New Brunswick,Zone 4 (Edmundston area),2022-03-13,0.0,3956.0,0.0,59.0,253.0,1.0,145.0,0.0,20.714285714285715,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-07,28.0,1725.0,0.0,23.0,198.0,0.0,90.0,0.0,12.857142857142858,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-08,6.0,1731.0,0.0,23.0,170.0,0.0,85.0,0.0,12.142857142857142,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-09,15.0,1746.0,0.0,23.0,179.0,0.0,82.0,0.0,11.714285714285714,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-10,13.0,1759.0,0.0,23.0,172.0,0.0,82.0,0.0,11.714285714285714,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-11,19.0,1778.0,0.0,23.0,172.0,0.0,81.0,0.0,11.571428571428571,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-12,0.0,1778.0,0.0,23.0,172.0,0.0,81.0,0.0,11.571428571428571,0.0
New Brunswick,Zone 5 (Campbellton area),2022-03-13,0.0,1778.0,0.0,23.0,172.0,0.0,81.0,0.0,11.571428571428571,0.0
New Brunswick,Zone 6 (Bathurst area),2022-03-07,118.0,2978.0,0.0,28.0,510.0,2.0,253.0,1.0,36.142857142857146,0.14285714285714285
New Brunswick,Zone 6 (Bathurst area),2022-03-08,19.0,2997.0,0.0,28.0,461.0,2.0,238.0,1.0,34.0,0.14285714285714285
New Brunswick,Zone 6 (Bathurst area),2022-03-09,30.0,3027.0,0.0,28.0,467.0,2.0,238.0,1.0,34.0,0.14285714285714285
New Brunswick,Zone 6 (Bathurst area),2022-03-10,56.0,3083.0,0.0,28.0,473.0,2.0,248.0,0.0,35.42857142857143,0.0
New Brunswick,Zone 6 (Bathurst area),2022-03-11,46.0,3129.0,0.0,28.0,472.0,2.0,269.0,0.0,38.42857142857143,0.0
New Brunswick,Zone 6 (Bathurst area),2022-03-12,0.0,3129.0,0.0,28.0,472.0,2.0,269.0,0.0,38.42857142857143,0.0
New Brunswick,Zone 6 (Bathurst area),2022-03-13,0.0,3129.0,0.0,28.0,472.0,2.0,269.0,0.0,38.42857142857143,0.0
New Brunswick,Zone 7 (Miramichi area),2022-03-07,60.0,2281.0,0.0,23.0,254.0,1.0,123.0,1.0,17.571428571428573,0.14285714285714285
New Brunswick,Zone 7 (Miramichi area),2022-03-08,10.0,2291.0,0.0,23.0,199.0,1.0,115.0,1.0,16.428571428571427,0.14285714285714285
New Brunswick,Zone 7 (Miramichi area),2022-03-09,39.0,2330.0,0.0,23.0,232.0,1.0,139.0,1.0,19.857142857142858,0.14285714285714285
New Brunswick,Zone 7 (Miramichi area),2022-03-10,29.0,2359.0,0.0,23.0,251.0,1.0,149.0,0.0,21.285714285714285,0.0
New Brunswick,Zone 7 (Miramichi area),2022-03-11,14.0,2373.0,1.0,24.0,244.0,2.0,152.0,1.0,21.714285714285715,0.14285714285714285
New Brunswick,Zone 7 (Miramichi area),2022-03-12,0.0,2373.0,0.0,24.0,244.0,2.0,152.0,1.0,21.714285714285715,0.14285714285714285
New Brunswick,Zone 7 (Miramichi area),2022-03-13,0.0,2373.0,0.0,24.0,244.0,2.0,152.0,1.0,21.714285714285715,0.14285714285714285
Nova Scotia,Not Reported,2022-03-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,2022-03-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,2022-03-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,2022-03-10,1382.0,1382.0,5.0,6.0,1382.0,5.0,1382.0,5.0,197.42857142857142,0.7142857142857143
Nova Scotia,Not Reported,2022-03-11,0.0,1382.0,0.0,6.0,1382.0,5.0,1382.0,5.0,197.42857142857142,0.7142857142857143
Nova Scotia,Not Reported,2022-03-12,0.0,1382.0,0.0,6.0,1382.0,5.0,1382.0,5.0,197.42857142857142,0.7142857142857143
Nova Scotia,Not Reported,2022-03-13,0.0,1382.0,0.0,6.0,1382.0,5.0,1382.0,5.0,197.42857142857142,0.7142857142857143
Nova Scotia,Zone 1 - Western,2022-03-07,0.0,6943.0,0.0,29.0,608.0,2.0,283.0,2.0,40.42857142857143,0.2857142857142857
Nova Scotia,Zone 1 - Western,2022-03-08,0.0,6943.0,0.0,29.0,549.0,2.0,230.0,2.0,32.857142857142854,0.2857142857142857
Nova Scotia,Zone 1 - Western,2022-03-09,0.0,6943.0,0.0,29.0,503.0,2.0,155.0,1.0,22.142857142857142,0.14285714285714285
Nova Scotia,Zone 1 - Western,2022-03-10,0.0,6943.0,0.0,29.0,473.0,2.0,70.0,1.0,10.0,0.14285714285714285
Nova Scotia,Zone 1 - Western,2022-03-11,0.0,6943.0,0.0,29.0,434.0,2.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,2022-03-12,0.0,6943.0,0.0,29.0,378.0,2.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,2022-03-13,0.0,6943.0,0.0,29.0,312.0,2.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,2022-03-07,0.0,5550.0,0.0,20.0,586.0,6.0,245.0,2.0,35.0,0.2857142857142857
Nova Scotia,Zone 2 - Northern,2022-03-08,0.0,5550.0,0.0,20.0,532.0,5.0,211.0,2.0,30.142857142857142,0.2857142857142857
Nova Scotia,Zone 2 - Northern,2022-03-09,0.0,5550.0,0.0,20.0,493.0,5.0,148.0,2.0,21.142857142857142,0.2857142857142857
Nova Scotia,Zone 2 - Northern,2022-03-10,0.0,5550.0,0.0,20.0,444.0,5.0,43.0,2.0,6.142857142857143,0.2857142857142857
Nova Scotia,Zone 2 - Northern,2022-03-11,0.0,5550.0,0.0,20.0,419.0,5.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,2022-03-12,0.0,5550.0,0.0,20.0,366.0,5.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,2022-03-13,0.0,5550.0,0.0,20.0,302.0,5.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,2022-03-07,0.0,7184.0,0.0,26.0,582.0,6.0,265.0,4.0,37.857142857142854,0.5714285714285714
Nova Scotia,Zone 3 - Eastern,2022-03-08,0.0,7184.0,0.0,26.0,535.0,6.0,232.0,4.0,33.142857142857146,0.5714285714285714
Nova Scotia,Zone 3 - Eastern,2022-03-09,0.0,7184.0,0.0,26.0,483.0,6.0,152.0,3.0,21.714285714285715,0.42857142857142855
Nova Scotia,Zone 3 - Eastern,2022-03-10,0.0,7184.0,0.0,26.0,440.0,6.0,64.0,1.0,9.142857142857142,0.14285714285714285
Nova Scotia,Zone 3 - Eastern,2022-03-11,0.0,7184.0,0.0,26.0,398.0,4.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,2022-03-12,0.0,7184.0,0.0,26.0,353.0,4.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,2022-03-13,0.0,7184.0,0.0,26.0,289.0,4.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,2022-03-07,0.0,27564.0,0.0,135.0,1225.0,11.0,501.0,5.0,71.57142857142857,0.7142857142857143
Nova Scotia,Zone 4 - Central,2022-03-08,0.0,27564.0,0.0,135.0,1122.0,9.0,404.0,3.0,57.714285714285715,0.42857142857142855
Nova Scotia,Zone 4 - Central,2022-03-09,0.0,27564.0,0.0,135.0,1059.0,9.0,260.0,1.0,37.142857142857146,0.14285714285714285
Nova Scotia,Zone 4 - Central,2022-03-10,0.0,27564.0,0.0,135.0,994.0,9.0,117.0,0.0,16.714285714285715,0.0
Nova Scotia,Zone 4 - Central,2022-03-11,0.0,27564.0,0.0,135.0,930.0,9.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,2022-03-12,0.0,27564.0,0.0,135.0,762.0,9.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,2022-03-13,0.0,27564.0,0.0,135.0,634.0,9.0,0.0,0.0,0.0,0.0
Nunavut,Nunavut,2022-03-07,108.0,3163.0,0.0,5.0,636.0,0.0,350.0,0.0,50.0,0.0
Nunavut,Nunavut,2022-03-08,7.0,3170.0,0.0,5.0,643.0,0.0,357.0,0.0,51.0,0.0
Nunavut,Nunavut,2022-03-09,30.0,3200.0,0.0,5.0,580.0,0.0,246.0,0.0,35.142857142857146,0.0
Nunavut,Nunavut,2022-03-10,0.0,3200.0,0.0,5.0,532.0,0.0,246.0,0.0,35.142857142857146,0.0
Nunavut,Nunavut,2022-03-11,65.0,3265.0,0.0,5.0,597.0,0.0,210.0,0.0,30.0,0.0
Nunavut,Nunavut,2022-03-12,0.0,3265.0,0.0,5.0,597.0,0.0,210.0,0.0,30.0,0.0
Nunavut,Nunavut,2022-03-13,0.0,3265.0,0.0,5.0,597.0,0.0,210.0,0.0,30.0,0.0
Ontario,Algoma,2022-03-07,106.0,5490.0,0.0,35.0,734.0,6.0,334.0,2.0,47.714285714285715,0.2857142857142857
Ontario,Algoma,2022-03-08,67.0,5557.0,2.0,37.0,701.0,8.0,337.0,4.0,48.142857142857146,0.5714285714285714
Ontario,Algoma,2022-03-09,52.0,5609.0,1.0,38.0,691.0,8.0,325.0,4.0,46.42857142857143,0.5714285714285714
Ontario,Algoma,2022-03-10,32.0,5641.0,0.0,38.0,665.0,8.0,307.0,4.0,43.857142857142854,0.5714285714285714
Ontario,Algoma,2022-03-11,66.0,5707.0,1.0,39.0,680.0,9.0,323.0,4.0,46.142857142857146,0.5714285714285714
Ontario,Algoma,2022-03-12,0.0,5707.0,0.0,39.0,625.0,8.0,323.0,4.0,46.142857142857146,0.5714285714285714
Ontario,Algoma,2022-03-13,0.0,5707.0,0.0,39.0,596.0,8.0,323.0,4.0,46.142857142857146,0.5714285714285714
Ontario,Brant,2022-03-07,23.0,8433.0,0.0,66.0,176.0,4.0,74.0,1.0,10.571428571428571,0.14285714285714285
Ontario,Brant,2022-03-08,7.0,8440.0,0.0,66.0,176.0,3.0,70.0,1.0,10.0,0.14285714285714285
Ontario,Brant,2022-03-09,24.0,8464.0,0.0,66.0,188.0,2.0,77.0,1.0,11.0,0.14285714285714285
Ontario,Brant,2022-03-10,21.0,8485.0,0.0,66.0,207.0,2.0,81.0,1.0,11.571428571428571,0.14285714285714285
Ontario,Brant,2022-03-11,14.0,8499.0,0.0,66.0,187.0,1.0,89.0,0.0,12.714285714285714,0.0
Ontario,Brant,2022-03-12,0.0,8499.0,0.0,66.0,187.0,1.0,89.0,0.0,12.714285714285714,0.0
Ontario,Brant,2022-03-13,0.0,8499.0,0.0,66.0,187.0,1.0,89.0,0.0,12.714285714285714,0.0
Ontario,Chatham-Kent,2022-03-07,8.0,6979.0,0.0,72.0,289.0,1.0,126.0,0.0,18.0,0.0
Ontario,Chatham-Kent,2022-03-08,14.0,6993.0,0.0,72.0,272.0,1.0,124.0,0.0,17.714285714285715,0.0
Ontario,Chatham-Kent,2022-03-09,17.0,7010.0,1.0,73.0,279.0,2.0,129.0,1.0,18.428571428571427,0.14285714285714285
Ontario,Chatham-Kent,2022-03-10,9.0,7019.0,0.0,73.0,262.0,1.0,95.0,1.0,13.571428571428571,0.14285714285714285
Ontario,Chatham-Kent,2022-03-11,9.0,7028.0,-7.0,66.0,248.0,-6.0,92.0,-6.0,13.142857142857142,-0.8571428571428571
Ontario,Chatham-Kent,2022-03-12,14.0,7042.0,0.0,66.0,230.0,-6.0,87.0,-6.0,12.428571428571429,-0.8571428571428571
Ontario,Chatham-Kent,2022-03-13,15.0,7057.0,0.0,66.0,232.0,-6.0,86.0,-6.0,12.285714285714286,-0.8571428571428571
Ontario,Durham,2022-03-07,197.0,53637.0,1.0,445.0,1447.0,10.0,597.0,2.0,85.28571428571429,0.2857142857142857
Ontario,Durham,2022-03-08,66.0,53703.0,2.0,447.0,1212.0,9.0,586.0,4.0,83.71428571428571,0.5714285714285714
Ontario,Durham,2022-03-09,118.0,53821.0,0.0,447.0,1253.0,8.0,602.0,4.0,86.0,0.5714285714285714
Ontario,Durham,2022-03-10,126.0,53947.0,1.0,448.0,1246.0,7.0,578.0,4.0,82.57142857142857,0.5714285714285714
Ontario,Durham,2022-03-11,148.0,54095.0,-4.0,444.0,1314.0,3.0,655.0,0.0,93.57142857142857,0.0
Ontario,Durham,2022-03-12,0.0,54095.0,0.0,444.0,1314.0,3.0,655.0,0.0,93.57142857142857,0.0
Ontario,Durham,2022-03-13,0.0,54095.0,0.0,444.0,1314.0,3.0,655.0,0.0,93.57142857142857,0.0
Ontario,Eastern,2022-03-07,11.0,13751.0,0.0,212.0,320.0,9.0,136.0,3.0,19.428571428571427,0.42857142857142855
Ontario,Eastern,2022-03-08,7.0,13758.0,-2.0,210.0,299.0,6.0,134.0,0.0,19.142857142857142,0.0
Ontario,Eastern,2022-03-09,21.0,13779.0,0.0,210.0,310.0,6.0,135.0,-2.0,19.285714285714285,-0.2857142857142857
Ontario,Eastern,2022-03-10,24.0,13803.0,1.0,211.0,301.0,6.0,133.0,-1.0,19.0,-0.14285714285714285
Ontario,Eastern,2022-03-11,10.0,13813.0,-20.0,191.0,272.0,-14.0,109.0,-21.0,15.571428571428571,-3.0
Ontario,Eastern,2022-03-12,22.0,13835.0,0.0,191.0,264.0,-18.0,116.0,-21.0,16.571428571428573,-3.0
Ontario,Eastern,2022-03-13,27.0,13862.0,1.0,192.0,255.0,-17.0,122.0,-20.0,17.428571428571427,-2.857142857142857
Ontario,Grey Bruce,2022-03-07,16.0,6417.0,0.0,52.0,369.0,4.0,166.0,2.0,23.714285714285715,0.2857142857142857
Ontario,Grey Bruce,2022-03-08,13.0,6430.0,1.0,53.0,359.0,5.0,168.0,3.0,24.0,0.42857142857142855
Ontario,Grey Bruce,2022-03-09,20.0,6450.0,0.0,53.0,354.0,5.0,172.0,3.0,24.571428571428573,0.42857142857142855
Ontario,Grey Bruce,2022-03-10,38.0,6488.0,1.0,54.0,370.0,5.0,171.0,4.0,24.428571428571427,0.5714285714285714
Ontario,Grey Bruce,2022-03-11,54.0,6542.0,-1.0,53.0,379.0,4.0,197.0,3.0,28.142857142857142,0.42857142857142855
Ontario,Grey Bruce,2022-03-12,25.0,6567.0,0.0,53.0,371.0,3.0,192.0,1.0,27.428571428571427,0.14285714285714285
Ontario,Grey Bruce,2022-03-13,29.0,6596.0,0.0,53.0,375.0,3.0,195.0,1.0,27.857142857142858,0.14285714285714285
Ontario,Haldimand-Norfolk,2022-03-07,2.0,7129.0,0.0,86.0,240.0,2.0,107.0,1.0,15.285714285714286,0.14285714285714285
Ontario,Haldimand-Norfolk,2022-03-08,21.0,7150.0,0.0,86.0,239.0,2.0,120.0,1.0,17.142857142857142,0.14285714285714285
Ontario,Haldimand-Norfolk,2022-03-09,15.0,7165.0,0.0,86.0,232.0,2.0,115.0,1.0,16.428571428571427,0.14285714285714285
Ontario,Haldimand-Norfolk,2022-03-10,20.0,7185.0,0.0,86.0,220.0,2.0,116.0,1.0,16.571428571428573,0.14285714285714285
Ontario,Haldimand-Norfolk,2022-03-11,20.0,7205.0,-12.0,74.0,226.0,-10.0,113.0,-12.0,16.142857142857142,-1.7142857142857142
Ontario,Haldimand-Norfolk,2022-03-12,14.0,7219.0,0.0,74.0,225.0,-11.0,110.0,-12.0,15.714285714285714,-1.7142857142857142
Ontario,Haldimand-Norfolk,2022-03-13,8.0,7227.0,0.0,74.0,214.0,-11.0,100.0,-12.0,14.285714285714286,-1.7142857142857142
Ontario,Haliburton Kawartha Pineridge,2022-03-07,50.0,7216.0,1.0,106.0,350.0,6.0,155.0,2.0,22.142857142857142,0.2857142857142857
Ontario,Haliburton Kawartha Pineridge,2022-03-08,16.0,7232.0,0.0,106.0,304.0,5.0,150.0,1.0,21.428571428571427,0.14285714285714285
Ontario,Haliburton Kawartha Pineridge,2022-03-09,24.0,7256.0,1.0,107.0,300.0,4.0,136.0,2.0,19.428571428571427,0.2857142857142857
Ontario,Haliburton Kawartha Pineridge,2022-03-10,29.0,7285.0,0.0,107.0,303.0,4.0,136.0,2.0,19.428571428571427,0.2857142857142857
Ontario,Haliburton Kawartha Pineridge,2022-03-11,17.0,7302.0,-3.0,104.0,291.0,0.0,136.0,-1.0,19.428571428571427,-0.14285714285714285
Ontario,Haliburton Kawartha Pineridge,2022-03-12,0.0,7302.0,0.0,104.0,291.0,0.0,136.0,-1.0,19.428571428571427,-0.14285714285714285
Ontario,Haliburton Kawartha Pineridge,2022-03-13,0.0,7302.0,0.0,104.0,291.0,0.0,136.0,-1.0,19.428571428571427,-0.14285714285714285
Ontario,Halton,2022-03-07,34.0,42668.0,0.0,340.0,799.0,3.0,408.0,1.0,58.285714285714285,0.14285714285714285
Ontario,Halton,2022-03-08,38.0,42706.0,0.0,340.0,792.0,3.0,404.0,1.0,57.714285714285715,0.14285714285714285
Ontario,Halton,2022-03-09,60.0,42766.0,1.0,341.0,814.0,4.0,410.0,2.0,58.57142857142857,0.2857142857142857
Ontario,Halton,2022-03-10,65.0,42831.0,0.0,341.0,806.0,4.0,383.0,2.0,54.714285714285715,0.2857142857142857
Ontario,Halton,2022-03-11,82.0,42913.0,-36.0,305.0,828.0,-33.0,395.0,-34.0,56.42857142857143,-4.857142857142857
Ontario,Halton,2022-03-12,92.0,43005.0,0.0,305.0,849.0,-34.0,424.0,-34.0,60.57142857142857,-4.857142857142857
Ontario,Halton,2022-03-13,70.0,43075.0,1.0,306.0,850.0,-33.0,441.0,-34.0,63.0,-4.857142857142857
Ontario,Hamilton,2022-03-07,175.0,49073.0,1.0,527.0,1023.0,16.0,432.0,7.0,61.714285714285715,1.0
Ontario,Hamilton,2022-03-08,48.0,49121.0,0.0,527.0,849.0,10.0,440.0,5.0,62.857142857142854,0.7142857142857143
Ontario,Hamilton,2022-03-09,70.0,49191.0,0.0,527.0,874.0,8.0,433.0,3.0,61.857142857142854,0.42857142857142855
Ontario,Hamilton,2022-03-10,79.0,49270.0,2.0,529.0,890.0,10.0,435.0,5.0,62.142857142857146,0.7142857142857143
Ontario,Hamilton,2022-03-11,136.0,49406.0,-1.0,528.0,949.0,9.0,508.0,2.0,72.57142857142857,0.2857142857142857
Ontario,Hamilton,2022-03-12,0.0,49406.0,0.0,528.0,949.0,9.0,508.0,2.0,72.57142857142857,0.2857142857142857
Ontario,Hamilton,2022-03-13,0.0,49406.0,0.0,528.0,949.0,9.0,508.0,2.0,72.57142857142857,0.2857142857142857
Ontario,Hastings Prince Edward,2022-03-07,63.0,7059.0,0.0,44.0,447.0,7.0,128.0,5.0,18.285714285714285,0.7142857142857143
Ontario,Hastings Prince Edward,2022-03-08,0.0,7059.0,0.0,44.0,447.0,7.0,128.0,5.0,18.285714285714285,0.7142857142857143
Ontario,Hastings Prince Edward,2022-03-09,49.0,7108.0,0.0,44.0,331.0,6.0,145.0,3.0,20.714285714285715,0.42857142857142855
Ontario,Hastings Prince Edward,2022-03-10,0.0,7108.0,0.0,44.0,331.0,6.0,145.0,3.0,20.714285714285715,0.42857142857142855
Ontario,Hastings Prince Edward,2022-03-11,72.0,7180.0,0.0,44.0,309.0,5.0,184.0,0.0,26.285714285714285,0.0
Ontario,Hastings Prince Edward,2022-03-12,0.0,7180.0,0.0,44.0,309.0,5.0,184.0,0.0,26.285714285714285,0.0
Ontario,Hastings Prince Edward,2022-03-13,0.0,7180.0,0.0,44.0,309.0,5.0,184.0,0.0,26.285714285714285,0.0
Ontario,Huron Perth,2022-03-07,3.0,5777.0,0.0,98.0,199.0,2.0,91.0,1.0,13.0,0.14285714285714285
Ontario,Huron Perth,2022-03-08,6.0,5783.0,0.0,98.0,186.0,2.0,94.0,1.0,13.428571428571429,0.14285714285714285
Ontario,Huron Perth,2022-03-09,11.0,5794.0,0.0,98.0,182.0,2.0,85.0,1.0,12.142857142857142,0.14285714285714285
Ontario,Huron Perth,2022-03-10,26.0,5820.0,0.0,98.0,190.0,2.0,93.0,0.0,13.285714285714286,0.0
Ontario,Huron Perth,2022-03-11,13.0,5833.0,-4.0,94.0,179.0,-2.0,94.0,-4.0,13.428571428571429,-0.5714285714285714
Ontario,Huron Perth,2022-03-12,12.0,5845.0,0.0,94.0,179.0,-2.0,88.0,-4.0,12.571428571428571,-0.5714285714285714
Ontario,Huron Perth,2022-03-13,29.0,5874.0,0.0,94.0,197.0,-3.0,100.0,-4.0,14.285714285714286,-0.5714285714285714
Ontario,Kingston Frontenac Lennox & Addington,2022-03-07,168.0,10761.0,0.0,33.0,1137.0,2.0,484.0,1.0,69.14285714285714,0.14285714285714285
Ontario,Kingston Frontenac Lennox & Addington,2022-03-08,0.0,10761.0,0.0,33.0,1137.0,2.0,484.0,1.0,69.14285714285714,0.14285714285714285
Ontario,Kingston Frontenac Lennox & Addington,2022-03-09,127.0,10888.0,1.0,34.0,983.0,3.0,438.0,2.0,62.57142857142857,0.2857142857142857
Ontario,Kingston Frontenac Lennox & Addington,2022-03-10,0.0,10888.0,0.0,34.0,983.0,3.0,438.0,2.0,62.57142857142857,0.2857142857142857
Ontario,Kingston Frontenac Lennox & Addington,2022-03-11,217.0,11105.0,0.0,34.0,1025.0,2.0,512.0,1.0,73.14285714285714,0.14285714285714285
Ontario,Kingston Frontenac Lennox & Addington,2022-03-12,0.0,11105.0,0.0,34.0,1025.0,2.0,512.0,1.0,73.14285714285714,0.14285714285714285
Ontario,Kingston Frontenac Lennox & Addington,2022-03-13,0.0,11105.0,0.0,34.0,1025.0,2.0,512.0,1.0,73.14285714285714,0.14285714285714285
Ontario,Lambton,2022-03-07,12.0,9844.0,0.0,129.0,264.0,5.0,129.0,2.0,18.428571428571427,0.2857142857142857
Ontario,Lambton,2022-03-08,8.0,9852.0,2.0,131.0,260.0,6.0,125.0,4.0,17.857142857142858,0.5714285714285714
Ontario,Lambton,2022-03-09,25.0,9877.0,0.0,131.0,266.0,5.0,143.0,4.0,20.428571428571427,0.5714285714285714
Ontario,Lambton,2022-03-10,26.0,9903.0,1.0,132.0,284.0,5.0,134.0,5.0,19.142857142857142,0.7142857142857143
Ontario,Lambton,2022-03-11,25.0,9928.0,-4.0,128.0,280.0,1.0,139.0,1.0,19.857142857142858,0.14285714285714285
Ontario,Lambton,2022-03-12,14.0,9942.0,1.0,129.0,257.0,2.0,131.0,0.0,18.714285714285715,0.0
Ontario,Lambton,2022-03-13,9.0,9951.0,0.0,129.0,250.0,2.0,119.0,0.0,17.0,0.0
Ontario,Leeds Grenville and Lanark,2022-03-07,15.0,6866.0,0.0,83.0,356.0,2.0,135.0,0.0,19.285714285714285,0.0
Ontario,Leeds Grenville and Lanark,2022-03-08,12.0,6878.0,0.0,83.0,316.0,2.0,140.0,0.0,20.0,0.0
Ontario,Leeds Grenville and Lanark,2022-03-09,17.0,6895.0,1.0,84.0,315.0,3.0,136.0,1.0,19.428571428571427,0.14285714285714285
Ontario,Leeds Grenville and Lanark,2022-03-10,29.0,6924.0,0.0,84.0,294.0,3.0,134.0,1.0,19.142857142857142,0.14285714285714285
Ontario,Leeds Grenville and Lanark,2022-03-11,33.0,6957.0,0.0,84.0,289.0,3.0,140.0,1.0,20.0,0.14285714285714285
Ontario,Leeds Grenville and Lanark,2022-03-12,23.0,6980.0,0.0,84.0,287.0,3.0,143.0,1.0,20.428571428571427,0.14285714285714285
Ontario,Leeds Grenville and Lanark,2022-03-13,13.0,6993.0,0.0,84.0,272.0,1.0,142.0,1.0,20.285714285714285,0.14285714285714285
Ontario,Middlesex-London,2022-03-07,174.0,32181.0,0.0,351.0,1002.0,14.0,424.0,2.0,60.57142857142857,0.2857142857142857
Ontario,Middlesex-London,2022-03-08,62.0,32243.0,2.0,353.0,864.0,12.0,444.0,4.0,63.42857142857143,0.5714285714285714
Ontario,Middlesex-London,2022-03-09,91.0,32334.0,0.0,353.0,917.0,4.0,456.0,3.0,65.14285714285714,0.42857142857142855
Ontario,Middlesex-London,2022-03-10,84.0,32418.0,0.0,353.0,905.0,4.0,473.0,3.0,67.57142857142857,0.42857142857142855
Ontario,Middlesex-London,2022-03-11,83.0,32501.0,-1.0,352.0,911.0,3.0,494.0,1.0,70.57142857142857,0.14285714285714285
Ontario,Middlesex-London,2022-03-12,0.0,32501.0,0.0,352.0,911.0,3.0,494.0,1.0,70.57142857142857,0.14285714285714285
Ontario,Middlesex-London,2022-03-13,0.0,32501.0,0.0,352.0,911.0,3.0,494.0,1.0,70.57142857142857,0.14285714285714285
Ontario,Niagara,2022-03-07,23.0,34487.0,0.0,519.0,927.0,10.0,467.0,1.0,66.71428571428571,0.14285714285714285
Ontario,Niagara,2022-03-08,68.0,34555.0,0.0,519.0,955.0,10.0,494.0,1.0,70.57142857142857,0.14285714285714285
Ontario,Niagara,2022-03-09,94.0,34649.0,0.0,519.0,995.0,10.0,470.0,1.0,67.14285714285714,0.14285714285714285
Ontario,Niagara,2022-03-10,79.0,34728.0,0.0,519.0,973.0,8.0,485.0,0.0,69.28571428571429,0.0
Ontario,Niagara,2022-03-11,91.0,34819.0,0.0,519.0,965.0,1.0,510.0,0.0,72.85714285714286,0.0
Ontario,Niagara,2022-03-12,59.0,34878.0,2.0,521.0,954.0,3.0,472.0,2.0,67.42857142857143,0.2857142857142857
Ontario,Niagara,2022-03-13,54.0,34932.0,0.0,521.0,942.0,3.0,468.0,2.0,66.85714285714286,0.2857142857142857
Ontario,North Bay Parry Sound,2022-03-07,46.0,4024.0,0.0,23.0,550.0,2.0,209.0,0.0,29.857142857142858,0.0
Ontario,North Bay Parry Sound,2022-03-08,20.0,4044.0,0.0,23.0,447.0,2.0,180.0,0.0,25.714285714285715,0.0
Ontario,North Bay Parry Sound,2022-03-09,30.0,4074.0,1.0,24.0,423.0,2.0,178.0,1.0,25.428571428571427,0.14285714285714285
Ontario,North Bay Parry Sound,2022-03-10,26.0,4100.0,0.0,24.0,407.0,2.0,140.0,1.0,20.0,0.14285714285714285
Ontario,North Bay Parry Sound,2022-03-11,27.0,4127.0,0.0,24.0,397.0,1.0,149.0,1.0,21.285714285714285,0.14285714285714285
Ontario,North Bay Parry Sound,2022-03-12,0.0,4127.0,0.0,24.0,397.0,1.0,149.0,1.0,21.285714285714285,0.14285714285714285
Ontario,North Bay Parry Sound,2022-03-13,0.0,4127.0,0.0,24.0,397.0,1.0,149.0,1.0,21.285714285714285,0.14285714285714285
